,Unnamed: 0,a-a0,a-a1,a-a2,a-a3,a-r,b-a0,b-a1,b-a2,b-a3,b-r,c-a0,c-a1,c-a2,c-a3,c-r,d-a0,d-a1,d-a2,d-a3,d-r,e-a0,e-a1,e-a2,e-a3,e-r,f-a0,f-a1,f-a2,f-a3,f-r,g-a0,g-a1,g-a2,g-a3,g-r,h-a0,h-a1,h-a2,h-a3,h-r,i-a0,i-a1,i-a2,i-a3,i-r,j-a0,j-a1,j-a2,j-a3,j-r,top-a0,top-a1,top-a2,top-a3,top-r
10,10,3,7,17,23,-0.6478415795224168,2,10,18,36,0.5077394925644427,7,9,12,13,0.8665480494875606,2,10,15,18,0.8205124038300129,3,4,9,14,0.92899387174875,13,14,20,40,0.2782276222944432,3,30,31,33,-1.0322742012243684,7,9,10,11,0.5595621710623255,3,10,11,14,0.6897951941238877,3,9,10,19,0.8694034736740635,6,19,14,16,0.952492172112256
11,11,3,4,6,11,0.6916726598207763,34,35,38,39,-1.3935183341640762,10,11,26,42,0.7932937007304122,2,19,24,30,0.2956570448467168,3,10,16,25,0.5039498380763604,4,5,10,16,0.9589649256999312,9,11,16,22,0.7316684189752052,3,7,10,11,0.1870351530071823,3,11,14,19,0.7604710881316212,3,4,9,10,0.8893064216354714,6,19,14,16,0.9571501826938669
12,12,3,7,10,13,0.5960119329301524,10,12,19,20,0.835803878905099,2,3,18,20,0.1065931994854063,23,25,30,32,-0.8143473145183007,10,11,14,16,0.8727830029061626,3,10,14,16,0.9232293724240768,1,7,10,16,0.8759115308628849,4,9,11,21,0.4337806127302168,11,16,23,24,-0.234635248136565,2,7,9,11,0.1109881880139963,6,19,14,16,0.9564670307350851
13,13,12,19,20,36,0.4466443974415355,2,3,14,25,0.199831183171123,13,14,21,24,0.437518634869116,7,10,17,20,-0.0952397094162933,9,10,19,24,0.8100488458158361,11,16,20,31,-0.2959855447366797,3,7,10,19,0.6451297662559148,9,14,21,23,0.3044105700656822,3,9,11,16,0.5659355798015021,7,9,23,26,0.3333542130242654,6,19,14,16,0.9566694829434647
14,14,3,9,23,27,0.4899875072516274,9,12,15,16,0.9545926547889286,3,6,9,11,0.5768284937047601,4,8,9,22,0.7695493693263213,3,9,10,11,0.5431565193889792,3,9,10,11,0.5431565193889792,7,11,16,19,0.7122763072136626,3,4,7,10,0.706510683887936,7,11,14,36,0.1596235002586867,10,14,19,20,0.8266512297245785,6,19,14,16,0.9571622587184366
15,15,3,16,20,23,-0.1006532500506993,3,12,21,32,0.3288031322041445,11,13,16,21,0.4565374720489085,3,17,19,22,0.5715251306001436,10,17,26,36,0.2232382475521918,9,10,11,12,0.8520475434332793,9,14,16,25,0.7950863275433024,3,23,25,31,-1.0621013776136614,3,11,21,25,-0.9510451607422838,9,10,11,14,0.8451860088005175,6,19,14,16,0.9531887137378323
16,16,3,4,8,16,0.6796384990465217,24,36,38,49,-0.8124606841961151,2,16,18,19,0.908932625580404,3,7,9,10,0.5045046068161457,4,7,10,16,0.932826679087522,3,7,11,17,-0.4942442616398295,7,9,14,21,0.5658549129690313,3,7,9,10,0.5045046068161457,3,9,11,19,0.6383619949025999,9,25,30,42,0.4532171109167819,6,19,14,16,0.9567969149167337
17,17,5,9,11,20,0.2986570134755848,2,9,16,25,0.4425640739731463,1,2,7,13,0.5878901169773023,3,8,10,14,0.6274254076215179,3,19,25,36,-0.0095599055139086,7,10,11,19,0.6674928039041088,3,9,11,13,0.5680931357313485,3,4,9,10,0.8895608207207186,3,9,10,11,0.541971108527695,2,9,10,16,0.8098456902640783,6,19,14,16,0.9572718543222792
18,18,1,16,21,28,0.837913517005006,8,26,45,47,-1.108662891612611,15,16,17,19,0.7910013290171719,3,10,11,16,0.617198111469285,6,9,11,14,0.8816275733678892,2,10,11,27,0.5912112193418292,7,11,21,26,-0.0890593559482191,3,14,19,21,0.6742461284286331,3,7,9,10,0.5040791931429857,3,10,11,14,0.6841660108133255,6,19,14,16,0.9570489965433868
19,19,3,5,6,27,0.8160461278437445,11,13,24,37,-0.2251582013395869,3,7,10,16,0.600391096311316,2,3,9,10,0.4970994025435491,11,14,16,21,0.5104674104387088,3,9,10,17,0.4853658810273756,10,13,21,22,0.7066750272906691,1,4,10,11,0.8611883209217361,3,7,9,11,0.1282180604037246,4,9,10,14,0.9470153362115706,6,19,14,16,0.9531509704016989
20,20,2,11,30,32,-0.1601027244586634,1,9,11,16,0.8195664138037844,13,23,30,39,0.5094649204540479,2,21,32,38,-0.6671667358482722,7,9,10,21,0.4463146700972078,3,7,19,21,0.1882912949869171,3,9,10,11,0.550992527459504,3,9,11,14,0.6668479740478683,3,7,9,11,0.1297012191525568,2,4,11,21,0.1579589497017597,6,19,14,16,0.952915778839244
21,21,13,16,19,29,0.8436619581684714,16,17,24,45,-0.5068458883644895,16,23,24,27,0.3896191258799539,6,7,10,12,0.8908730374168106,6,14,23,37,0.3785071528659949,3,7,9,19,0.5808360128625732,3,10,11,16,0.62266045468868,7,10,14,18,0.9217664618249964,9,14,17,19,0.8731200263662764,9,14,16,19,0.9600582477972944,6,19,14,16,0.9533881298093024
22,22,1,15,25,31,0.1102443682901268,3,17,19,22,0.5704843333933729,14,26,27,31,0.8128239827813275,14,22,23,25,0.2602985081547047,4,6,10,11,0.8247911291984966,11,14,16,19,0.9212286560331095,10,11,13,16,0.8501390096788514,3,10,11,14,0.6877617759563057,4,6,10,11,0.8247911291984966,11,14,21,23,-0.2523933250496768,6,19,14,16,0.953504861513036
23,23,6,7,14,22,0.8797090707335041,10,12,22,36,0.7417892780223543,6,10,11,19,0.8308225497156596,10,19,25,30,0.4879756030068994,3,7,10,11,0.183702690738324,3,7,11,16,0.2268020826605513,3,10,17,18,0.5549898978961494,3,9,25,26,0.3011424818259314,3,9,11,14,0.6571404055068475,3,11,19,21,0.1157395873390232,6,19,14,16,0.9578374165714131
24,24,2,4,7,10,0.6995355053232433,6,12,20,25,0.3347473073207763,3,6,11,14,0.6850594324252068,10,11,14,30,0.5893887093367985,4,10,13,19,0.9658210174318584,4,7,11,13,0.7373507867204774,7,12,14,22,0.9090696686758372,5,9,10,16,0.8975205083585541,3,10,26,27,0.8248809784256206,3,14,19,23,0.6798221473023044,6,19,14,16,0.9583895235603639
25,25,3,8,17,20,-0.9375621409204936,2,6,7,8,0.0712750429355182,3,16,22,23,0.4327220258065646,2,3,9,22,0.3401161419430043,3,8,13,20,-0.0234405106682404,3,9,21,26,0.3087700213184445,3,9,14,16,0.8662461501557711,10,21,22,23,0.1099564447090086,3,9,10,14,0.8793168264120653,3,9,10,22,0.7255549637041321,6,19,14,16,0.9587168584463557
26,26,5,6,22,24,0.755582428984041,2,6,8,9,0.4967566704320567,9,20,21,24,-0.5761483550550279,2,11,21,22,-0.1056982705833793,7,11,16,17,0.1243624041140835,7,9,10,17,0.4833626446164498,14,23,30,33,-0.1761117867080808,4,14,20,21,0.3866933941501715,7,14,16,21,0.636999366964738,3,7,9,11,0.1110505424400979,6,19,14,16,0.9580724827348713
27,27,31,42,46,48,-0.2563740347509031,4,8,11,19,0.5719349002379148,3,11,14,17,0.2092987046450115,7,11,25,34,-0.9105278019527372,10,16,21,25,0.2026628855937325,7,9,11,14,0.6634984889365053,3,9,11,20,-0.0569649402726331,9,21,43,44,0.1056135661815187,3,9,16,20,0.4580611496180856,9,10,11,14,0.8414419367647537,6,19,14,16,0.9585172110699226
28,28,1,13,27,33,0.8134232979418355,3,6,10,14,0.891027633844292,6,11,14,21,0.467893292220141,16,23,26,28,0.7807101938462702,7,10,17,37,-0.0996809151394622,7,9,10,14,0.8870738436915313,7,9,11,31,-0.0164726411727551,3,10,16,19,0.9084884631891772,14,16,21,39,0.8246861056506436,11,14,21,22,0.417679563194318,6,19,14,16,0.9544382335968711
29,29,2,10,15,21,0.3430140401540369,1,2,10,20,0.5163132201426854,7,9,10,11,0.5463002007329223,3,9,11,15,0.443150114100074,1,4,9,11,0.8597881357713999,4,9,11,22,0.7962237674384673,8,11,16,19,0.5587813716911978,3,9,11,14,0.6565198361339368,3,9,11,14,0.6565198361339368,4,5,9,10,0.9351809635854686,6,19,14,16,0.9575853577733202
30,30,9,12,13,14,0.951864994654652,16,20,30,32,0.1437585161796801,2,19,27,29,0.5659343658303593,1,3,5,10,0.8271185607246307,9,12,22,26,0.8211071837414748,7,9,22,25,0.3136619236960737,3,7,10,11,0.1857605850271007,14,21,26,27,0.7989746921123622,3,10,11,14,0.6819242553298211,3,14,16,22,0.8594568166143371,6,19,14,16,0.957110821254265
31,31,22,24,37,51,0.1617336803350695,2,16,24,33,-0.0087615473071542,9,10,21,26,0.625021056030906,4,7,9,19,0.9241816570766144,3,10,11,21,-0.0386497994374892,9,12,17,22,0.7705382378193482,7,9,10,11,0.5476573501077194,4,7,8,9,0.6156112044991233,11,14,16,18,0.912121653201354,3,9,10,14,0.880114461539449,6,19,14,16,0.9572416351564978
32,32,4,5,9,11,0.8180458480512667,6,7,9,10,0.8351368961351368,2,7,9,10,0.498542120702796,1,2,5,7,0.5097412039491069,1,3,6,9,0.8319473224998435,7,8,11,21,-0.8005351780943983,4,7,16,21,0.6439519439258681,3,6,7,9,0.5026932117592365,3,9,11,14,0.6586300151386306,3,10,11,16,0.6157380065653832,6,19,14,16,0.9569652329109833
33,33,9,18,21,31,0.3124194631462427,2,4,6,18,0.8767042579541774,1,17,19,31,0.4510836464536719,3,9,16,23,0.4720621595343133,9,24,27,45,0.1821064598327652,4,14,21,25,0.367401152581406,9,21,22,23,0.0811350543247488,3,7,10,11,0.1979368079275312,7,10,18,19,0.8990206551593374,3,7,9,10,0.5126728988474586,6,19,14,16,0.9533242411210946
34,34,4,9,14,22,0.9204813045815876,2,11,22,24,-0.0265634667157503,19,22,34,50,-0.1499863326968105,2,3,7,10,0.0782523544014314,10,11,16,20,0.3802111344683271,10,11,25,26,0.2595351961288509,9,10,12,24,0.8118269750008952,7,14,19,21,0.6756616583595342,3,11,14,16,0.7217708221283801,4,7,9,16,0.8832268199632255,6,19,14,16,0.9587564334733253
35,35,4,12,13,16,0.9537996367493972,2,14,23,27,0.6118264098137565,1,15,16,37,0.6592444078671735,1,3,13,28,0.8934954870607196,11,15,25,30,-0.3325180794451543,3,9,11,16,0.559624110311219,4,7,11,19,0.7662192613672694,3,7,11,13,0.2272258836700602,3,11,14,21,0.1443053728857333,7,10,11,14,0.6862415733602081,6,19,14,16,0.9587635123244997
36,36,4,6,9,16,0.9754068868911252,19,26,30,31,0.433917796750645,2,7,8,10,0.0940648305851861,6,13,14,17,0.8642880841814576,10,11,14,16,0.8726274772066046,23,37,38,43,-2.5110412311098576,11,21,23,29,-1.552412194070075,14,16,19,26,0.9579228752668646,3,4,7,10,0.7090625262743976,2,25,33,41,-1.5141931361049066,6,19,14,16,0.9544814583770806
37,37,3,5,9,16,0.7225806333964985,4,5,11,13,0.8662004770559972,3,4,24,39,0.6233716781902845,10,16,19,20,0.8132474672094574,6,8,9,10,0.7741246963072892,9,10,11,24,0.36634640916456,4,10,11,14,0.8519350338690519,3,14,21,26,0.5267354150063769,3,9,10,14,0.8792865237936532,3,11,14,29,0.1399655391693581,6,19,14,16,0.9584453155613409
38,38,2,10,11,18,0.6144347258701173,3,11,18,23,0.0711888885081526,4,9,18,19,0.9684316275583288,6,9,10,14,0.9787911089463096,11,13,18,19,0.9097183222836228,6,16,24,29,0.3560294551192453,2,4,10,11,0.6802033323103531,7,9,12,18,0.8927940420651587,9,11,14,16,0.8650104248680452,11,13,14,17,0.567720902128945,6,19,14,16,0.9578972000547936
39,39,1,16,31,32,0.5155770133271129,7,14,44,48,0.4501092111704747,2,3,24,25,-0.7056127041599987,7,9,10,14,0.8873720653810636,3,26,27,39,0.7739670064132909,9,10,11,16,0.8041478917922535,3,9,21,23,-0.2402835347990413,7,11,14,16,0.7347161880788391,11,14,31,36,-0.4769808331178597,3,9,11,14,0.6626258842837021,6,19,14,16,0.954175022063835
40,40,3,8,15,16,0.4584012372113715,3,4,9,11,0.6638491456165949,10,19,32,48,0.3299386418263197,2,9,19,21,0.5257000661128687,7,19,22,24,0.5693340833333149,3,7,9,10,0.4993045243906728,3,4,9,11,0.6638491456165949,4,7,14,16,0.9615501365276828,7,9,11,14,0.6631849414042212,3,4,7,9,0.6359028294012598,6,19,14,16,0.95851678871848
41,41,28,40,45,50,-2.288599843322481,3,8,14,15,0.534983393765143,1,12,15,24,0.7943593606123018,14,26,27,39,0.9403422696469342,2,4,11,12,0.7724579864863943,7,9,10,11,0.5438899019360386,3,9,14,19,0.909224892318864,3,9,23,25,-0.2683705077435492,16,23,25,34,-0.5331954867330919,3,11,14,23,0.1558968382415241,6,19,14,16,0.9587666108157771
42,42,4,11,21,24,-0.2010366878822174,11,12,23,25,-0.2585928672901205,11,18,26,27,0.8450812845848706,10,11,16,19,0.8735470894336489,3,7,10,11,0.1892562056878545,11,19,23,28,0.5019379411619278,3,4,7,9,0.6412815618969234,7,9,16,18,0.8520121842957354,3,16,19,21,0.6102684232744826,7,9,10,16,0.8200483248277919,6,19,14,16,0.9553965306744672
43,43,4,6,11,14,0.8633816461963185,6,9,10,25,0.7337633879687556,4,10,16,21,0.7934823586483507,3,9,11,21,-0.0612180600344163,9,10,13,19,0.9687586150608332,7,9,10,19,0.870322274086633,7,10,21,32,0.1610423412275496,4,7,10,21,0.594081289148488,3,10,14,15,0.8673962876607435,7,9,11,16,0.5738397074511918,6,19,14,16,0.9559213575724996
44,44,5,17,18,20,0.3677360979922141,1,10,28,31,0.7525136417001643,4,8,10,11,0.4575400386610965,3,9,10,19,0.8606339340591211,7,9,25,26,0.3020729522961545,3,4,7,9,0.6320560961092351,3,9,16,23,0.4546091248457367,4,11,14,16,0.8976041939887062,3,9,13,14,0.8665674521759064,3,10,11,14,0.6766774313014052,6,19,14,16,0.9599053961376974
45,45,10,16,30,36,0.321226943523807,1,7,9,26,0.6988785282347729,6,12,20,23,0.3544865648146263,16,24,41,47,-1.0228870429625747,7,9,19,21,0.5351588430689379,3,4,10,16,0.9270125806713558,4,6,7,9,0.899403999876333,7,9,14,32,0.7592283320822576,3,6,7,9,0.4961855848793712,3,7,9,16,0.4843268674303896,6,19,14,16,0.959380574428695
46,46,6,9,10,11,0.8184186949732801,3,6,7,9,0.5068610948722774,11,12,16,17,0.577347509349817,4,11,17,22,0.4844845731046202,3,10,13,15,0.8236963544471654,10,11,15,31,0.0964654784718261,7,9,11,16,0.5757740095988434,3,7,10,14,0.6882316528674113,9,21,22,26,0.5061664234068417,11,14,16,21,0.5065722112969364,6,19,14,16,0.955440425540476
47,47,9,11,24,29,-0.3566181957567673,7,9,13,15,0.779601810132233,3,9,10,11,0.5448442955258208,7,11,14,17,0.2274238081346883,2,11,45,50,-1.703992139338344,21,25,31,45,-2.1721338237112584,9,18,20,24,0.3473209710154897,25,45,48,56,-1.4316218555899396,3,9,11,20,-0.0464018625744002,3,10,11,14,0.6853541453515906,6,19,14,16,0.9552719688532988
48,48,7,14,24,27,0.6655366666155687,3,8,13,14,0.6770856988691905,1,9,10,21,0.7260620285365262,14,21,26,62,0.7087689325972164,11,27,41,48,-1.0811313347744989,11,12,26,29,0.4180598016197734,1,4,7,9,0.8883910022549533,7,21,23,25,-1.2173355036845566,3,11,16,21,0.0530666923316022,2,3,7,9,-0.0312072849374982,6,19,14,16,0.954934578444914
49,49,15,17,21,31,-0.7262383821864693,8,22,24,26,0.2159270197515834,4,9,16,21,0.7878693999874109,3,16,19,21,0.603162811097627,11,14,25,26,0.3999262520249195,3,5,7,11,0.1243024520262319,3,10,13,14,0.922032671327784,3,7,9,17,0.0033143342299204,3,4,7,9,0.633064938993593,9,11,14,16,0.8632649711358581,6,19,14,16,0.9594868435384931
50,50,5,10,14,17,0.8176369068472382,6,16,29,36,0.308606988487338,25,30,38,41,-2.0079086494179537,2,4,16,21,0.631173606222145,7,14,26,31,0.5671335519504465,7,10,11,21,-0.0342860801669648,7,10,21,22,0.4008740972600139,3,10,19,21,0.5559826124329514,7,11,16,19,0.7059393651051724,7,9,16,30,0.6398841893948907,6,19,14,16,0.9591247547544544
51,51,5,8,11,15,0.2636063764486007,12,22,25,26,0.6708403183647715,9,44,48,51,0.5533064606186375,8,21,27,33,-0.4177788471210637,4,10,14,16,0.9507408143243912,9,14,16,19,0.9630886147626811,10,11,14,16,0.8700435863277559,9,16,19,22,0.9022613416144842,14,21,22,25,0.2318204367490262,3,9,11,21,-0.0746018948318922,6,19,14,16,0.9596731410493524
52,52,2,4,12,16,0.9535159447151956,11,13,20,23,-0.331609505736647,3,4,7,21,0.234647985579888,3,6,11,12,0.6745966530417408,9,16,19,22,0.9023490492609616,1,3,4,10,0.9280755220253248,4,9,10,16,0.9553098668827654,3,4,7,9,0.63215135557982,3,11,21,25,-0.9837441992814284,10,16,25,27,0.7672323465247187,6,19,14,16,0.9597625166654914
53,53,4,12,13,20,0.8622691055498577,13,15,49,28,0.9634998825228086,2,9,17,19,0.5652781158072632,5,6,20,22,0.711513734470512,3,9,10,11,0.5338209611133979,3,11,14,21,0.141180180196621,3,19,25,41,-0.1890357660977573,7,10,22,36,0.412696789302885,11,14,22,23,0.4212148071767781,3,4,7,14,0.7845242876725337,6,19,14,16,0.9595879032541971
54,54,9,32,33,40,-0.7308723447375609,3,4,9,17,0.610622270425278,9,23,24,32,-0.1176232417414253,3,10,24,30,0.1547554812220631,14,16,21,29,0.3520037012844914,3,4,7,14,0.7899471230665864,7,10,14,16,0.926939107845462,9,11,13,14,0.8679383296213258,4,11,14,19,0.890082669801371,3,9,10,11,0.5436092583179253,6,19,14,16,0.955150611231633
55,55,7,9,13,20,0.4679342446773649,1,4,10,14,0.950026426639672,7,9,10,11,0.5443789578502047,10,11,19,21,0.4113482061860978,3,7,11,14,0.346594547600896,9,11,19,30,0.6221455913044569,9,11,22,25,0.2283347719430783,4,9,10,11,0.8301167833266359,5,10,11,16,0.8065732197837898,3,19,21,23,-0.0560250163739677,6,19,14,16,0.9587432471666212
56,56,3,7,17,22,-0.0102850385249773,9,11,14,27,0.8851032675034863,7,14,16,27,0.9216152219658812,9,16,27,36,0.7733333552495534,10,11,17,36,-0.3970386764444034,10,11,14,23,0.427799401915278,7,10,37,38,-0.42559948014636,7,10,19,22,0.8579248756786191,3,9,10,16,0.8105613808225169,3,4,10,11,0.680498255278029,6,19,14,16,0.9584860607110846
57,57,16,19,37,38,0.1276850015684469,7,9,10,11,0.5430142938940197,7,11,15,39,0.4509448294420357,7,9,16,37,0.4808477869594022,39,50,52,53,-2.546319777031792,4,11,30,38,-0.1422649239680402,7,10,16,19,0.9085595966233466,9,16,23,26,0.6369450317231956,4,9,10,11,0.8292685959039001,9,11,22,27,0.7969096848093501,6,19,14,16,0.958844326430091
58,58,17,21,22,26,0.1400036984886379,10,29,35,36,-0.8604586596762198,4,13,14,17,0.8772118373993313,6,9,16,19,0.9786323027986366,7,9,10,14,0.8827046578444073,2,4,9,23,0.5646079522879754,3,10,14,16,0.920474768689505,3,7,9,16,0.4847131911128851,3,7,9,14,0.6068088988510978,4,9,10,11,0.8292484515140202,6,19,14,16,0.9590540095551768
59,59,26,37,38,39,-0.076390982091397,8,11,15,16,0.3243426467068302,10,24,25,30,-0.2638077649709633,9,24,34,44,0.2336039128881382,3,7,9,10,0.4971633511027171,14,16,18,25,0.8498511293867693,22,23,29,39,0.1620851195977881,3,7,9,14,0.6072191360450798,1,3,9,10,0.8123181147947867,3,9,22,23,0.3184978927125205,6,19,14,16,0.9588913617398824
60,60,3,24,29,41,-1.231486880213882,2,14,22,23,0.5313356643796621,16,24,25,26,0.2328402783846674,7,22,26,41,0.213552527143119,9,11,17,22,0.3235349356847432,9,25,43,53,-1.2123875220501716,3,7,9,14,0.6058726694135781,3,7,9,10,0.4955443601522025,7,11,21,29,-0.963034544178551,3,10,11,16,0.6092215787693324,6,19,14,16,0.959499243998426
61,61,3,13,20,38,-0.0728169603835688,9,10,11,15,0.7016695480499683,2,11,14,18,0.7254222824644658,3,7,11,22,0.1003883920241056,3,7,26,27,0.5064623153105157,3,9,10,11,0.545635711853327,4,7,9,10,0.8952604004735704,10,11,16,23,0.389668075380896,3,9,11,14,0.6625334331698967,3,9,10,11,0.545635711853327,6,19,14,16,0.9548070505358258
62,62,1,3,11,13,0.6470480271701462,9,21,23,33,-0.5863693354897808,10,11,26,27,0.8097060464947183,2,6,7,11,0.1727038072307662,9,11,23,25,-0.4629384126625626,6,10,14,21,0.7758431094093856,3,7,11,14,0.3460643067033143,10,11,16,44,0.815488357339845,9,10,11,21,0.3007200532803917,4,9,14,19,0.9458402951823132,6,19,14,16,0.958865396819871
63,63,9,12,20,36,0.3423409777091364,3,11,14,21,0.1420901963209073,6,10,14,25,0.7704892496756106,11,16,22,25,0.3243311824092318,10,16,18,22,0.972073146910146,3,4,7,11,0.3653928008821334,7,9,11,14,0.6612684030088696,3,7,17,21,-0.696484302263187,7,9,22,23,0.3267194483176132,7,11,23,34,-0.8895927156705232,6,19,14,16,0.9590640616510377
64,64,3,7,9,27,0.5201181652806204,3,4,19,22,0.9150069762668804,7,14,26,27,0.8877698028663736,2,6,9,27,0.8067210235743879,4,7,10,23,0.6043422355538406,4,11,22,30,0.6017207162979727,11,19,21,32,0.0993919473933615,4,11,18,21,0.4870911762175126,3,4,7,11,0.3761161312050028,9,14,19,21,0.8358017928194001,6,19,14,16,0.9551608244043045
65,65,4,7,11,13,0.7421783496505976,5,7,10,11,0.5663941863508097,4,5,8,9,0.7905384634010135,3,17,25,35,-0.9630762156245862,14,16,17,23,0.4712837481229327,9,11,14,16,0.8667285939469361,4,7,10,11,0.6929131883703272,3,26,27,32,0.6862936761253748,3,9,10,11,0.5461291703710334,9,11,23,25,-0.4488862002031557,6,19,14,16,0.9544816424531442
66,66,5,9,16,22,0.7824440242950466,4,7,10,14,0.9519649198368396,14,19,24,28,0.8782736926523322,5,22,34,53,-0.2634898791160385,3,8,10,17,-0.0816273237233948,4,6,10,16,0.9651885428610054,3,7,11,16,0.2231666427277805,4,9,10,14,0.951456539157928,9,11,14,16,0.8639901858864047,3,4,9,11,0.6629814242094394,6,19,14,16,0.9588743618126406
67,67,16,21,24,28,0.3942496124331756,5,35,57,7,-0.5174969177303965,2,6,13,14,0.9089423305958152,3,9,10,13,0.8116668765728234,3,9,15,22,0.671721942144331,3,9,12,14,0.9115810084066744,7,25,38,58,-1.5179839449517003,10,23,27,34,0.1934374752256682,3,9,11,14,0.6537073494486343,2,4,11,19,0.7571478067707113,6,19,14,16,0.9594975281724115
68,68,3,4,19,40,0.5642138106823091,4,17,19,22,0.8563142077776392,12,14,20,45,0.2959380485116132,3,9,10,32,0.64983613093909,10,11,14,16,0.870932679405479,1,5,9,10,0.8989858638060982,10,14,16,21,0.8059123655656814,3,9,25,26,0.298250736739005,3,4,7,10,0.7018344107166169,3,4,9,11,0.6633718938808573,6,19,14,16,0.9587918552938279
69,69,3,21,30,32,-0.3336710432948642,4,8,10,16,0.8312736005519727,5,11,14,16,0.8700650869534982,9,10,12,14,0.9690538715912762,3,7,10,16,0.5861838160197095,3,4,7,11,0.3670187664742849,3,15,23,24,-0.2785199958942608,3,10,11,14,0.6796400080165834,3,7,9,14,0.6076414986242222,1,7,11,16,0.6501885312851527,6,19,14,16,0.9592570540192958
