,Unnamed: 0,a-a0,a-a1,a-a2,a-a3,a-r,b-a0,b-a1,b-a2,b-a3,b-r,c-a0,c-a1,c-a2,c-a3,c-r,d-a0,d-a1,d-a2,d-a3,d-r,e-a0,e-a1,e-a2,e-a3,e-r,f-a0,f-a1,f-a2,f-a3,f-r,g-a0,g-a1,g-a2,g-a3,g-r,h-a0,h-a1,h-a2,h-a3,h-r,i-a0,i-a1,i-a2,i-a3,i-r,j-a0,j-a1,j-a2,j-a3,j-r,top-a0,top-a1,top-a2,top-a3,top-r
10,10,7,10,15,16,-0.9654476678020184,11,12,16,14,-2.4581462014334816,2,10,14,16,-0.1845007577785145,13,1,3,12,0.5210257373504477,6,14,5,7,-1.7603408638693367,3,11,13,16,0.5618971002633119,3,11,14,6,-1.2893124250951864,6,11,14,7,-2.490382929517085,3,10,16,4,0.7535915184414776,6,11,16,3,0.0784205552935753,1,4,2,16,0.9720789843796687
11,11,1,2,4,13,0.849964796547261,11,13,7,14,-1.4179767116385715,3,10,14,16,-0.205563966012221,3,6,11,16,0.0648841705839287,5,14,16,3,0.1419805933805252,5,6,7,11,-1.8149749704364295,3,6,10,11,-1.016839425065326,6,10,3,9,-0.7469780904888959,6,7,13,14,-0.8248639263635766,3,7,14,12,-1.33073494684162,1,4,2,16,0.9710745848966027
12,12,1,7,8,12,-0.7261293843940204,6,11,16,4,0.1223602747495249,3,4,11,6,0.1102268012583633,7,11,6,9,-2.1672668097625185,6,10,13,16,0.2236856919120293,3,11,13,6,-0.0232808599535656,10,13,16,7,0.2168741911012536,3,5,6,10,-0.4635695605216006,7,10,14,11,-3.0233226306620558,7,10,11,13,-1.1072136529326762,1,4,2,16,0.97126023427607
13,13,7,10,2,5,-0.4612969873692327,1,3,6,14,0.1308329165170837,7,11,13,2,-0.0224667160243836,3,6,7,13,0.1118796381418807,3,6,11,13,-0.0237662048910163,3,6,10,11,-1.0132590883157997,3,10,11,14,-1.8684057412326656,3,6,13,16,0.7430311011091919,3,10,7,11,-1.0222408882365066,3,6,7,10,-0.6033621573435219,1,4,2,16,0.9711838416003894
14,14,5,8,11,12,-2.431778496048264,3,5,1,2,0.7289764928444327,7,14,8,16,-0.7911608112833199,3,5,6,7,-0.5475586626807638,3,10,11,7,-1.0206451347284493,6,14,13,7,-0.8203530424451062,3,6,7,10,-0.6018457525063601,10,13,16,3,0.6831086657589378,3,10,13,11,-0.3307009786984305,7,10,3,11,-1.0206451347284493,1,4,2,16,0.9710969210479631
15,15,10,13,6,14,-1.048522455830316,10,13,16,8,0.2284252992397996,6,10,3,11,-0.9988836761213926,3,6,11,16,0.0759479365612532,3,13,14,16,0.5783470403028168,6,7,11,14,-2.4945569930626226,7,14,3,16,0.0932163425483645,3,7,10,14,-0.9736982011551404,10,11,16,13,-0.2919717662653358,3,6,7,14,-0.77396062302142,1,4,2,16,0.9718529709122243
16,16,7,11,10,5,-2.0252241702495604,1,2,5,7,0.3268425523200797,3,14,10,8,-0.984458665114934,10,11,3,14,-1.8684757090441255,3,7,10,14,-0.9879615240394342,3,6,16,14,0.0918016502086367,3,6,14,7,-0.7861368302040568,3,4,7,10,0.261512972843991,6,10,11,13,-1.0992598187379246,3,11,14,10,-1.8684757090441255,1,4,2,16,0.9711113697728762
17,17,2,4,6,1,0.7495029327850309,3,7,4,1,0.7359769100188371,3,6,14,11,-1.3096812395249704,3,10,16,14,-0.2037185144398721,6,10,14,16,-1.0236219371470998,10,13,6,2,0.154229115889433,7,11,14,3,-1.3187635597652445,3,6,10,5,-0.4649645139690517,3,7,11,13,-0.0327941300123626,3,6,11,16,0.0666668121466599,1,4,2,16,0.9710608010051968
18,18,1,11,10,14,-1.7947418868948777,6,11,5,7,-1.8118889004478895,11,13,3,6,-0.0248959380778246,3,14,16,11,-0.4911053446885522,6,13,14,16,0.066831971424114,3,10,11,16,-0.235059472772046,3,6,11,14,-1.3092761710665686,13,15,16,6,0.0928433872644676,3,6,13,10,0.1459770889572218,3,7,11,14,-1.3183566683459138,1,4,2,16,0.9711222324185482
19,19,6,14,5,7,-1.7633397490175438,2,11,13,16,0.5653623420788917,1,3,10,11,-0.1500855252054664,13,14,16,11,-0.5563499677919146,7,10,11,16,-1.0561349157635882,4,6,11,12,-1.264674100960733,3,6,7,13,0.1211295900572307,3,6,10,11,-0.998627015192336,3,6,10,13,0.1583253351354403,3,11,14,16,-0.4780656778062209,1,4,2,16,0.9719467727896235
20,20,3,7,9,14,-0.9712011568050504,11,13,14,16,-0.5541376597192635,6,13,3,7,0.1221924004610576,3,10,16,7,0.2410733639076943,6,11,7,14,-2.491018077430978,3,6,10,11,-0.996335233935064,3,10,11,14,-1.8476528807723227,6,13,16,14,0.0800399646699068,3,6,7,11,-0.7989628296787865,7,10,5,3,-0.4607121545859383,1,4,2,16,0.9720272664008904
21,21,1,10,15,9,-1.333101360632,7,10,3,14,-0.976949060409259,3,4,11,13,0.5216412056061357,3,7,10,6,-0.5948141083635035,7,10,16,8,-0.5958321379275717,6,11,13,3,-0.0136638502742385,6,11,13,3,-0.0136638502742385,3,6,7,11,-0.8042778166777076,3,10,13,15,-0.2587593710594316,7,11,16,6,-0.807405842926533,1,4,2,16,0.9718903986727576
22,22,2,10,11,15,-1.759007567753866,3,9,10,11,-1.5031601131691603,6,13,14,10,-1.0515585677770969,6,16,3,5,0.3190360050505844,7,11,16,10,-1.0593678165486144,10,11,13,3,-0.3186409740721894,3,6,10,11,-1.001786512409013,11,5,3,10,-0.9312570973730594,3,6,10,11,-1.001786512409013,3,8,14,6,-0.7721499682823592,1,4,2,16,0.9718863699241865
23,23,13,15,8,6,-0.7929411220634506,14,13,6,3,-0.0090584253466217,3,6,7,4,0.1962950320326302,3,16,5,14,0.138441478725366,7,11,13,14,-1.424152072527717,3,6,10,11,-1.0223662616513098,3,9,14,11,-1.8791262842973508,3,10,11,13,-0.3384259559053957,3,6,7,10,-0.6109871180057389,3,6,11,7,-0.8218313982777596,1,4,2,16,0.970921498748694
24,24,3,8,13,15,0.0070028152690826,5,10,11,13,-1.0412401048938458,6,7,13,3,0.1053770315310557,3,6,5,16,0.309900052677988,6,12,1,16,0.1092504506261105,3,7,16,4,0.7681524664533985,6,10,13,16,0.2163755537317313,6,10,11,13,-1.110695130357097,10,13,6,7,-0.6381394875464057,6,10,13,3,0.1394706447115141,1,4,2,16,0.9707949155355855
25,25,6,8,11,7,-2.0411664887376952,3,7,16,11,0.0541320988635878,7,14,16,10,-1.039723922401837,14,3,16,6,0.0859674127718858,3,5,6,11,-0.6821706445209723,3,6,10,13,0.1390571416002332,10,14,16,11,-1.9817100010642328,3,6,13,11,-0.032412649709332,3,7,10,13,0.1317078837795305,6,7,10,11,-2.179353635636774,1,4,2,16,0.9707991049529826
26,26,6,8,11,13,-0.8531249729929917,5,6,9,15,-1.926518902622179,3,13,11,8,-0.0351241383844735,3,7,11,14,-1.3263355043393237,3,4,6,7,0.1962757225399847,5,6,10,14,-1.9831678395257049,6,10,11,14,-3.0251088707217164,11,13,14,15,-2.3391509603848606,3,6,10,11,-1.0217800711404357,3,6,7,10,-0.6105775614860023,1,4,2,16,0.9709827304790016
27,27,2,4,7,14,0.1238901316030112,2,14,7,10,-0.9913699943104268,3,6,10,11,-1.0248341335001303,4,5,11,7,-0.5940093584977744,7,10,11,14,-3.039664638317048,6,11,16,13,0.0348682709730849,6,7,10,11,-2.1814869383654854,3,7,14,10,-0.999553207678253,3,7,13,14,-0.0191439013221537,3,6,7,10,-0.6131494127186725,1,4,2,16,0.9708956121801002
28,28,1,4,6,7,0.2895304946684656,11,12,16,13,-0.6233117554482406,6,10,11,7,-2.16590157499532,11,13,3,6,-0.0198735115156476,3,7,11,14,-1.314248690448975,2,3,13,7,0.5913775064263687,3,6,14,16,0.0930461252265932,3,7,13,14,-0.0059672054658501,3,7,10,11,-1.0194426900292468,3,7,10,11,-1.0194426900292468,1,4,2,16,0.9717856313601935
29,29,11,13,16,6,0.0349245164823639,5,10,9,16,-0.7291045607316258,1,3,5,7,0.3086712833894726,3,6,11,7,-0.8242126140772768,6,7,11,14,-2.5268195106147973,3,6,10,16,0.2315351247588274,6,7,13,14,-0.8321639728201742,6,7,10,11,-2.18216093544827,6,7,10,11,-2.18216093544827,3,6,10,11,-1.0246600490807278,1,4,2,16,0.9710550652331621
30,30,6,16,10,8,-0.5949836463756668,5,7,14,10,-1.9934277797983933,13,15,6,10,-1.02972847241849,6,10,16,13,0.2190163897788674,3,6,7,10,-0.6097210909394002,10,14,16,6,-1.0295990918926936,6,16,10,7,-0.5990139011797546,6,7,10,11,-2.1768779245683816,3,7,11,16,0.0553843122586716,7,11,13,16,0.031172680392392,1,4,2,16,0.9712198446916389
31,31,3,6,7,16,0.1944787979142106,11,13,2,1,0.5173883959913919,14,6,3,7,-0.7941634028880826,11,12,14,13,-2.532404144362154,7,13,15,11,-1.3503440510722111,3,6,10,11,-1.0216018192615397,6,10,11,13,-1.107649015135041,10,16,7,3,0.2264462202906623,6,11,13,14,-1.4141543196531705,3,7,10,16,0.2264462202906623,1,4,2,16,0.9712098675245501
32,32,7,11,16,5,-0.7000353231217322,3,10,12,14,-1.885669785051853,8,10,14,4,-0.9023871617246592,7,11,14,16,-1.3784752529155089,5,10,11,16,-1.005258021151926,3,5,11,13,0.032562267751762,7,10,11,2,-1.0194550750382954,10,11,14,16,-1.9767108888316351,7,11,5,3,-0.6884329462793373,3,10,11,13,-0.3348414695402111,1,4,2,16,0.9712788985479841
33,33,14,6,4,15,-1.0962274432356445,9,10,13,14,-1.5969280615901953,16,10,2,8,0.2455367750060264,3,6,14,16,0.0984125211258832,5,7,13,14,-0.6829923270084148,3,6,7,10,-0.5953035833208575,3,10,13,14,-0.2908124820649287,3,6,10,11,-1.0024726459704492,3,6,11,14,-1.2966220619933302,3,6,11,16,0.0739657704476917,1,4,2,16,0.9720079973996529
34,34,3,16,15,2,0.6186955989750584,10,14,11,2,-1.8798503151555157,7,10,11,13,-1.1246739479800318,6,7,10,11,-2.187176409771058,3,6,11,14,-1.3251889921958102,3,7,10,11,-1.0382095902060762,3,6,7,14,-0.8005961214543498,6,10,11,14,-3.035780987005202,3,6,11,14,-1.3251889921958102,3,6,10,13,0.1363141140454553,1,4,2,16,0.9707060713800536
35,35,5,13,16,9,0.2643855491976036,3,7,11,1,0.0931888441213858,3,13,16,6,0.7380055599657155,6,10,11,13,-1.11442525119113,3,5,10,15,-0.8768012604209661,6,7,11,14,-2.529806092031841,7,10,11,13,-1.1231134278649375,3,11,14,16,-0.5022623125673267,3,4,6,11,0.1004704106390352,3,6,10,11,-1.027524845968554,1,4,2,16,0.9707054598978351
36,36,9,7,12,16,-1.073410485108889,3,13,14,11,-0.581851010075179,3,16,10,6,0.2419913691211502,10,11,12,4,-1.856135342492705,3,6,16,11,0.0712521611246099,3,10,13,7,0.1455320093181081,3,5,6,11,-0.6680900205134046,3,10,11,13,-0.323128304579718,3,6,7,10,-0.5983202832802768,3,10,7,6,-0.5983202832802768,1,4,2,16,0.9717082101119757
37,37,15,9,13,2,-0.2733942522406851,3,8,15,2,0.0628905492788247,14,9,4,15,-1.6749043625193003,12,14,5,6,-2.38227292600942,11,16,13,3,0.5451442495304764,6,7,1,10,-0.5105988760564211,3,6,10,16,0.232089567105557,3,6,7,14,-0.7963310476506309,3,7,10,11,-1.03351441792041,6,7,11,13,-0.8599824779643597,1,4,2,16,0.9708265939666777
38,38,3,13,12,4,0.5049141992361572,13,15,11,16,-0.5144183138889988,6,15,12,1,-1.1604270161276258,6,7,10,14,-2.137024629043716,3,6,14,11,-1.3171319824982168,10,11,13,16,-0.3112759870202972,10,11,16,13,-0.3112759870202972,3,13,14,16,0.565542423629029,3,6,7,11,-0.8212365812184952,10,11,13,16,-0.3112759870202972,1,4,2,16,0.9709976397149881
39,39,6,15,3,1,0.1602054484005886,10,12,16,14,-1.9792992280927917,6,10,13,7,-0.6241560656815246,6,7,11,13,-0.8442544742141009,1,5,11,13,0.1228295878936155,3,6,10,14,-0.9745115310282886,6,11,14,16,-1.3612061709044716,6,7,11,16,-0.813091934815332,3,7,5,6,-0.5474311551069087,10,14,16,11,-1.9663929398588085,1,4,2,16,0.9718159073630017
40,40,8,9,11,14,-3.0373660395836133,2,11,3,13,0.442261900740017,11,13,14,7,-1.4283011000238366,10,14,15,3,-1.7521140159550646,3,10,11,13,-0.3419180742619385,6,9,13,10,-0.8317566777105752,7,6,14,10,-2.1419793030848253,3,4,6,10,0.260965926970826,6,10,13,14,-1.0781590832765269,6,10,8,16,-0.598437656700388,1,4,2,16,0.9708575799548043
41,41,2,3,4,6,0.671229203712618,3,11,4,14,-0.4214695762926819,3,10,11,13,-0.3445814301848167,3,7,10,16,0.2218304206314869,3,6,9,10,-0.7587676911017036,3,10,11,13,-0.3445814301848167,3,10,13,16,0.6760353781306389,3,6,14,16,0.0813940229391382,14,15,5,2,-1.1310801109538726,14,16,3,2,0.5994805300412313,1,4,2,16,0.9707706901109928
42,42,7,1,9,10,-0.668966707668387,2,10,11,1,-0.1558032299971397,3,10,16,14,-0.2047124205439681,3,6,7,16,0.1963516580601829,6,16,3,10,0.2363128348893297,5,10,11,13,-1.0312714101666507,5,10,11,16,-1.0041989068041213,11,4,5,14,-1.154874219926881,6,10,14,7,-2.1313946348481614,3,6,7,10,-0.606190077862272,1,4,2,16,0.9715467411213796
43,43,2,3,5,7,0.2250113271956474,1,3,8,10,0.2629042239048215,6,7,14,16,-0.7867458207966469,3,6,7,11,-0.8162325392864707,6,10,11,16,-1.0632940002687534,3,6,16,9,0.2370151199966828,3,6,7,13,0.1107373912664484,6,11,16,7,-0.8177541174200837,3,6,7,10,-0.6059077828621762,3,10,11,13,-0.3312174580279454,1,4,2,16,0.9715233412046228
44,44,5,13,3,9,0.1915306617331826,11,8,14,7,-2.552688033658172,6,7,13,10,-0.6492102638146409,10,3,14,4,-0.1516018841384865,3,7,10,13,0.1236910201232563,6,11,13,14,-1.431376072021083,3,7,13,11,-0.048821198876682,3,6,10,14,-1.002012153328097,3,7,8,11,-0.8442947213253593,6,7,16,3,0.1874694576113011,1,4,2,16,0.9704187553835606
45,45,11,13,9,4,-0.2749663723215996,7,14,3,11,-1.3368081659726303,7,10,13,14,-1.0929000810824996,4,5,11,16,0.1596727220193013,7,14,16,3,0.0729977012205227,10,11,14,7,-3.0491393666606195,3,7,13,14,-0.0239418532799464,3,11,13,14,-0.6074367348266236,11,3,14,1,-0.4233913571734582,3,6,10,11,-1.031554591255889,1,4,2,16,0.9706122167528223
46,46,13,9,14,16,-0.2692367962781445,4,10,11,1,-0.0998437785555217,6,11,13,10,-1.0957512762044974,3,7,13,14,-0.0073694641763375,7,14,6,3,-0.7843945381704016,3,13,14,10,-0.2991953641422236,11,14,8,4,-1.221808791696506,3,6,7,11,-0.8116222974013696,7,10,14,13,-1.0699918415584175,3,7,13,16,0.7389807196341271,1,4,2,16,0.9716688887514101
47,47,10,11,6,2,-1.00180946169441,7,11,8,13,-0.8554672747798837,2,4,11,10,-0.1518051474430937,10,12,13,16,-0.3086784155928157,10,13,11,14,-2.0112131881512463,3,6,7,10,-0.6012143152043758,3,10,11,14,-1.8637971911979547,6,7,10,11,-2.164441231369878,3,6,14,16,0.0940740612708459,3,6,10,11,-1.0099217973385397,1,4,2,16,0.9716673695637938
48,48,3,14,1,12,-0.4128183340502112,3,5,6,14,-0.6441958420674763,3,5,10,11,-0.9393792032542658,16,3,15,13,0.5891558774706639,10,16,11,13,-0.3005975653616377,6,13,14,11,-1.4006189016860264,6,10,11,16,-1.0581980644334932,3,6,10,13,0.1502235711136894,5,6,10,13,-0.4885706412806552,6,7,10,11,-2.1649520504609105,1,4,2,16,0.9717223128809207
49,49,4,9,7,8,-0.5273918701209959,11,14,8,13,-1.4336852956383743,6,7,10,13,-0.6467575931711735,6,7,11,3,-0.8320533105086083,3,6,10,11,-1.0337001914609707,4,6,10,11,-0.9456510608428036,13,16,6,10,0.2101401290688033,6,13,16,3,0.7359158297833256,3,7,10,14,-1.0083341148270062,3,6,7,10,-0.6204418460968468,1,4,2,16,0.9705252007423126
50,50,6,16,14,7,-0.798571090616738,12,14,11,5,-3.51386297256078,3,7,11,13,-0.0443900868082212,3,5,7,10,-0.487827761221425,3,6,10,14,-0.9962165548891172,3,10,11,16,-0.2475931707284324,6,10,11,14,-3.0375559964310077,3,6,10,11,-1.0305712952276362,6,10,11,13,-1.1176157612545523,3,6,7,10,-0.6178165778829579,1,4,2,16,0.9706271647801606
51,51,9,10,2,13,-0.1081799633474789,6,13,14,16,0.0525463314980738,6,11,14,1,-1.2409933933545374,5,13,7,4,0.3112782869421546,5,7,11,14,-2.395003690540426,3,5,7,10,-0.4909577383940331,6,10,13,14,-1.0871268266212848,6,10,11,13,-1.1217583563501372,3,5,6,10,-0.4810519822510133,6,7,13,16,0.217335622373455,1,4,2,16,0.970453258314791
52,52,8,10,13,14,-1.094244097646175,7,8,16,5,-0.5307894253855281,10,9,16,14,-1.5896449969303044,3,16,11,10,-0.2522011004038358,3,7,11,14,-1.3419115118621314,7,10,11,13,-1.1322378762207743,3,13,14,6,-0.0194573974495315,6,10,11,13,-1.1235279150458255,6,13,14,16,0.051256931085887,3,6,7,10,-0.6225731748715302,1,4,2,16,0.9704116169732678
53,53,3,5,6,16,0.3054563346325448,1,4,10,12,-0.1232530676062482,5,6,10,13,-0.5087004232267165,3,6,11,12,-1.3902155014705642,6,7,10,11,-2.191693241163554,6,7,11,14,-2.536924859210764,3,6,11,13,-0.0390321285977683,10,14,16,7,-1.050058410416507,3,10,13,14,-0.3198724185686306,4,6,10,11,-0.9450977046901976,1,4,2,16,0.9704999008925486
54,54,4,6,12,7,-0.7180481184240091,6,12,1,15,-1.1518536326073274,2,3,5,7,0.2264063115056442,7,1,11,5,-0.5853918059020067,13,16,7,10,0.2169238049697767,7,13,16,1,0.7894984303013338,6,10,11,13,-1.0980410841533046,10,11,14,16,-1.971631359570896,3,5,6,7,-0.5504402861264555,3,6,10,11,-1.013258885980981,1,4,2,16,0.9716136723059101
55,55,3,6,10,11,-1.0281816209298773,1,4,6,9,0.3327072998129673,14,15,16,3,-0.4022579095328702,10,11,12,4,-1.8812998003694403,6,7,16,3,0.1916082353129382,8,11,13,15,-1.3550180784275896,3,6,14,16,0.0823047652058051,3,7,13,16,0.7322451523601601,10,13,3,11,-0.3437208428537892,3,6,7,11,-0.8271137397419948,1,4,2,16,0.9707673297185219
56,56,2,9,13,6,0.1457719544666337,3,14,8,5,-0.6654463746694701,6,13,10,11,-1.1147023844731745,3,10,11,13,-0.3432009516785217,3,9,11,13,-0.3432009760775814,10,11,13,14,-2.0347414229149483,3,6,7,14,-0.7996921144469369,3,10,11,16,-0.2454423186323682,3,6,11,16,0.0576708041307998,3,6,10,13,0.1370411088288994,1,4,2,16,0.9708518247043628
57,57,1,2,10,7,0.2586334227519904,10,8,7,11,-2.201768372316813,3,6,10,11,-1.031697826390591,3,6,4,9,0.2576988226233515,3,6,10,14,-0.9973334232937852,6,7,13,16,0.2188287479332652,3,6,9,4,0.2576988226233515,3,6,11,14,-1.327852091522066,3,10,11,7,-1.0407241016975912,14,10,13,11,-2.0391386783107874,1,4,2,16,0.9707422927544871
58,58,3,4,14,8,0.1139025923140838,3,4,11,16,0.6178726066462543,6,10,2,5,-0.4671709034682276,10,11,13,16,-0.3202740084498732,3,14,1,11,-0.4239745960541896,3,10,7,11,-1.0416346938470626,3,10,11,14,-1.891059367044427,6,10,16,14,-1.0413788381760032,3,6,14,16,0.0791728602122419,6,7,10,11,-2.1914209274735623,1,4,2,16,0.9706660649079195
59,59,1,3,15,13,0.5324102614874686,6,11,13,7,-0.8662544836556365,6,7,10,11,-2.189852824053164,3,9,11,12,-1.960652380691664,3,7,11,13,-0.0445198769441579,6,7,10,11,-2.189852824053164,3,6,7,10,-0.6185477404477064,6,7,10,11,-2.189852824053164,3,6,7,10,-0.6185477404477064,6,7,11,13,-0.8662544836556365,1,4,2,16,0.9706886426994406
60,60,2,14,15,11,-2.1826132303593235,6,10,11,13,-1.1211609604084178,3,12,13,14,-0.6174095372462114,2,3,4,10,0.6796701158102818,3,5,6,7,-0.5641464776136758,6,11,13,3,-0.039379048876694,3,6,10,14,-0.9996112932284268,3,6,11,13,-0.039379048876694,1,3,6,12,0.0911198488265752,3,6,10,14,-0.9996112932284268,1,4,2,16,0.9705158139827427
61,61,6,10,2,9,-0.7310674023981814,3,4,7,6,0.202626475652959,3,6,10,14,-0.9742131493665196,11,14,10,6,-3.0070640919611997,3,6,10,11,-1.0083720805959553,2,3,6,7,0.1078613096965555,6,11,16,3,0.070391234874908,11,13,7,16,0.040003457538583,3,7,10,15,-0.9373639355447712,3,6,12,16,0.0640312691991132,1,4,2,16,0.971737072330799
62,62,4,8,5,10,-0.3852302764971655,3,4,7,14,0.1130549045903115,3,5,6,13,0.2261903388483624,3,11,14,7,-1.3343297280876945,4,6,3,5,0.3147033954787382,3,6,10,11,-1.0292309568832292,7,10,13,16,0.2062769749020314,6,11,13,15,-1.3507807051596274,7,3,6,9,-0.6167969500430082,3,13,14,16,0.5617085693230386,1,4,2,16,0.9707405537922661
63,63,3,9,13,8,0.1303103254565338,14,6,9,7,-2.148793535928016,3,4,10,11,-0.1756958909781563,2,13,16,3,0.912999503927861,3,7,10,14,-1.0060127509691492,3,6,10,11,-1.0313589625370114,3,11,1,7,0.090631318425592,3,7,10,6,-0.6185833938359062,13,14,16,3,0.5606846966477809,10,11,14,7,-3.0490730447078,1,4,2,16,0.9706750726375549
64,64,14,16,7,5,-0.6649203839811042,3,7,14,15,-1.204018361908597,3,7,10,15,-0.9410122693554868,4,11,6,16,0.1221589214660093,6,11,14,7,-2.511241634942784,3,11,16,13,0.5532412582878241,3,2,7,16,0.7211977666481587,3,6,7,11,-0.8132148950617308,6,10,3,4,0.2692943674646667,6,11,16,13,0.0442196685044218,1,4,2,16,0.9716546592987009
65,65,1,8,7,4,0.283294866885756,2,16,14,7,0.093831266302958,3,6,14,16,0.0954202138306186,7,11,13,3,-0.0257481899098865,16,2,6,5,0.3256892066234131,3,9,10,13,-0.0927843342074372,3,6,11,14,-1.3019870046016946,1,3,13,6,0.6729485188574654,6,13,14,3,0.0029288850164633,6,10,14,11,-3.005876940359949,1,4,2,16,0.9718247836955638
66,66,9,5,14,3,-0.9230634460508428,3,6,7,9,-0.6160198634188174,3,10,13,15,-0.2844121023631472,5,10,15,13,-0.9692641631629866,3,11,14,15,-2.1828931845070163,3,6,10,14,-0.9940264648995272,6,11,14,3,-1.3242674502582603,3,7,10,11,-1.0373680037531714,3,7,10,5,-0.4860766758701063,3,6,7,11,-0.827228447084629,1,4,2,16,0.9707400300714263
67,67,7,14,15,12,-3.3955909363272063,1,2,14,10,-0.140744420177912,3,6,11,15,-1.2519923075530557,7,11,10,16,-1.0862679636001684,3,5,10,11,-0.9603415026694292,7,10,13,14,-1.0928387988805817,3,6,7,10,-0.6184597023366343,3,7,6,13,0.1006848834647622,5,10,3,6,-0.4785589809120056,3,5,10,13,0.1944487871592128,1,4,2,16,0.9705568455922268
